tmdb_id,title,show_name,rating,tmdb_rating_processed,release_year,release_month,cast,Plot Summary
3745388,Narkina 5,Star Wars: Andor,8.1,4.05,2022,09,"[{'name': 'Diego Luna', 'character': 'Cassian Andor', 'gender': 2}, {'name': 'Stellan Skarsgård', 'character': 'Luthen Rael', 'gender': 2}, {'name': 'Kyle Soller', 'character': 'Syril Karn', 'gender': 2}, {'name': 'Denise Gough', 'character': 'Dedra Meero', 'gender': 1}, {'name': 'Adria Arjona', 'character': 'Bix Caleen', 'gender': 1}, {'name': ""Genevieve O'Reilly"", 'character': 'Mon Mothma', 'gender': 1}, {'name': 'Faye Marsay', 'character': 'Vel Sartha', 'gender': 1}, {'name': 'Anton Lesser', 'character': 'Major Partagaz', 'gender': 2}, {'name': 'Elizabeth Dulau', 'character': 'Kleya Marki', 'gender': 1}, {'name': 'Varada Sethu', 'character': 'Cinta Kaz', 'gender': 1}, {'name': 'Alastair Mackenzie', 'character': 'Perrin Fertha', 'gender': 2}, {'name': 'Joplin Sibtain', 'character': 'Brasso', 'gender': 2}]","Cassian Andor, imprisoned for manufactured crimes on Narkina 5, witnesses the harsh realities of the Empire's penal system. He and a fellow prisoner, Kino Loy, begin to suspect they are being secretly killed off before completing their sentences. They devise a plan to escape, fueled by desperation and the realization that freedom is their only chance. Meanwhile, Dedra Meero tightens her grip on the hunt for the elusive ""Axis,"" unaware that the prison escape will have major repercussions for Imperial security.
"
3745389,Nobody's Listening!,Star Wars: Andor,8.1,4.05,2022,09,"[{'name': 'Diego Luna', 'character': 'Cassian Andor', 'gender': 2}, {'name': 'Stellan Skarsgård', 'character': 'Luthen Rael', 'gender': 2}, {'name': 'Kyle Soller', 'character': 'Syril Karn', 'gender': 2}, {'name': 'Denise Gough', 'character': 'Dedra Meero', 'gender': 1}, {'name': 'Adria Arjona', 'character': 'Bix Caleen', 'gender': 1}, {'name': ""Genevieve O'Reilly"", 'character': 'Mon Mothma', 'gender': 1}, {'name': 'Faye Marsay', 'character': 'Vel Sartha', 'gender': 1}, {'name': 'Anton Lesser', 'character': 'Major Partagaz', 'gender': 2}, {'name': 'Elizabeth Dulau', 'character': 'Kleya Marki', 'gender': 1}, {'name': 'Varada Sethu', 'character': 'Cinta Kaz', 'gender': 1}, {'name': 'Alastair Mackenzie', 'character': 'Perrin Fertha', 'gender': 2}, {'name': 'Joplin Sibtain', 'character': 'Brasso', 'gender': 2}]","Cassian Andor, now imprisoned for a minor offense, is transferred to a new section of the Narkina 5 prison complex. He discovers a highly regimented and oppressive system where inmates are forced to assemble parts for unknown technology at an impossible pace, under threat of severe punishment. He observes the other inmates, carefully assessing their capabilities and loyalty, while secretly planning an escape.
"
3745391,One Way Out,Star Wars: Andor,9.1,4.55,2022,09,"[{'name': 'Diego Luna', 'character': 'Cassian Andor', 'gender': 2}, {'name': 'Stellan Skarsgård', 'character': 'Luthen Rael', 'gender': 2}, {'name': 'Kyle Soller', 'character': 'Syril Karn', 'gender': 2}, {'name': 'Denise Gough', 'character': 'Dedra Meero', 'gender': 1}, {'name': 'Adria Arjona', 'character': 'Bix Caleen', 'gender': 1}, {'name': ""Genevieve O'Reilly"", 'character': 'Mon Mothma', 'gender': 1}, {'name': 'Faye Marsay', 'character': 'Vel Sartha', 'gender': 1}, {'name': 'Anton Lesser', 'character': 'Major Partagaz', 'gender': 2}, {'name': 'Elizabeth Dulau', 'character': 'Kleya Marki', 'gender': 1}, {'name': 'Varada Sethu', 'character': 'Cinta Kaz', 'gender': 1}, {'name': 'Alastair Mackenzie', 'character': 'Perrin Fertha', 'gender': 2}, {'name': 'Joplin Sibtain', 'character': 'Brasso', 'gender': 2}]","Cassian, now imprisoned for a minor infraction, navigates the brutal realities of life inside an Imperial prison, learning about the rigid system and the desperate measures inmates take to survive. He is forced to participate in a grueling production process and witnesses the lengths the Empire will go to maintain order and exploit labor.
"
3745392,Daughter of Ferrix,Star Wars: Andor,8.2,4.1,2022,09,"[{'name': 'Diego Luna', 'character': 'Cassian Andor', 'gender': 2}, {'name': 'Stellan Skarsgård', 'character': 'Luthen Rael', 'gender': 2}, {'name': 'Kyle Soller', 'character': 'Syril Karn', 'gender': 2}, {'name': 'Denise Gough', 'character': 'Dedra Meero', 'gender': 1}, {'name': 'Adria Arjona', 'character': 'Bix Caleen', 'gender': 1}, {'name': ""Genevieve O'Reilly"", 'character': 'Mon Mothma', 'gender': 1}, {'name': 'Faye Marsay', 'character': 'Vel Sartha', 'gender': 1}, {'name': 'Anton Lesser', 'character': 'Major Partagaz', 'gender': 2}, {'name': 'Elizabeth Dulau', 'character': 'Kleya Marki', 'gender': 1}, {'name': 'Varada Sethu', 'character': 'Cinta Kaz', 'gender': 1}, {'name': 'Alastair Mackenzie', 'character': 'Perrin Fertha', 'gender': 2}, {'name': 'Joplin Sibtain', 'character': 'Brasso', 'gender': 2}]","In prison, Cassian Andor and his fellow inmates face increasingly brutal conditions as the prison factory is accelerated. They learn the grim truth of their ""release dates"" - they're never actually getting out. This revelation fuels a simmering resentment and desperation, pushing Cassian to actively plan an escape.
"
3745393,Rix Road,Star Wars: Andor,8.781,4.3905,2022,09,"[{'name': 'Diego Luna', 'character': 'Cassian Andor', 'gender': 2}, {'name': 'Stellan Skarsgård', 'character': 'Luthen Rael', 'gender': 2}, {'name': 'Kyle Soller', 'character': 'Syril Karn', 'gender': 2}, {'name': 'Denise Gough', 'character': 'Dedra Meero', 'gender': 1}, {'name': 'Adria Arjona', 'character': 'Bix Caleen', 'gender': 1}, {'name': ""Genevieve O'Reilly"", 'character': 'Mon Mothma', 'gender': 1}, {'name': 'Faye Marsay', 'character': 'Vel Sartha', 'gender': 1}, {'name': 'Anton Lesser', 'character': 'Major Partagaz', 'gender': 2}, {'name': 'Elizabeth Dulau', 'character': 'Kleya Marki', 'gender': 1}, {'name': 'Varada Sethu', 'character': 'Cinta Kaz', 'gender': 1}, {'name': 'Alastair Mackenzie', 'character': 'Perrin Fertha', 'gender': 2}, {'name': 'Joplin Sibtain', 'character': 'Brasso', 'gender': 2}]","Cassian Andor, having escaped imprisonment on Narkina 5, learns of the death of his adoptive mother, Maarva. He returns to Ferrix, his home planet, hoping to rescue her droid, B2EMO, and potentially find others who might aid him in his fight against the Empire. The ISB, led by Dedra Meero, anticipates his arrival and sets a trap. Meanwhile, Maarva's pre-recorded message to the people of Ferrix ignites a rebellion, leading to a confrontation between the locals and the Imperial forces. Cassian ultimately escapes Ferrix, leaving behind a newly emboldened populace.
"
454590,Father and I Went Down to Camp,The Young Rebels,0.0,0.0,1970,09,"[{'name': 'Louis Gossett Jr.', 'character': '', 'gender': 2}, {'name': 'Alex Henteloff', 'character': '', 'gender': 2}]","In the premiere episode of Star Wars Rebels, a small group of rebels, including the Force-sensitive Ezra Bridger, steal weapons from the Empire on Lothal. Ezra, initially unaware of his potential, uses the Force instinctively to help them escape. His connection to the Force attracts the attention of the rebels, who are led by the Jedi Kanan Jarrus. The episode establishes the crew of the Ghost (Kanan, Hera, Sabine, Zeb, and Chopper) and sets the stage for Ezra's training and their fight against the growing Imperial presence.
"
454591,The Ring of Freedom,The Young Rebels,0.0,0.0,1970,09,"[{'name': 'Louis Gossett Jr.', 'character': '', 'gender': 2}, {'name': 'Alex Henteloff', 'character': '', 'gender': 2}]","The second episode of Star Wars Rebels Season 1, following the initial introduction of the crew, sees the Ghost team undertaking a mission to steal T-7 ion disruptors from an Imperial freighter for a Lasan resistance group. However, Zeb, the Lasat crew member, harbors resentment towards the Lasan resistance leader due to past events. During the mission, the team encounters unexpected difficulties, forcing them to work together and ultimately leading to Zeb confronting and partially resolving his issues with the Lasan resistance, choosing to put aside his personal feelings for the greater good.
"
454592,The Blood of an Englishman,The Young Rebels,0.0,0.0,1970,09,"[{'name': 'Louis Gossett Jr.', 'character': '', 'gender': 2}, {'name': 'Alex Henteloff', 'character': '', 'gender': 2}]","In ""Rise of the Old Masters,"" the Ghost crew hears rumors of a Jedi Master named Luminara Unduli being held in a high-security Imperial prison. Hopeful to find a guide for Ezra, Kanan leads a rescue mission. However, they discover a dark secret behind Luminara's presence, uncovering a trap set by the Inquisitor to lure out any surviving Jedi.
"
454593,To Hang a Hero,The Young Rebels,0.0,0.0,1970,09,"[{'name': 'Louis Gossett Jr.', 'character': '', 'gender': 2}, {'name': 'Alex Henteloff', 'character': '', 'gender': 2}]","On the planet Lothal, the Ghost crew intercepts a shipment of T-7 ion disruptors, powerful weapons outlawed by the Empire. They plan to destroy them before they can be used, but Ezra believes they could be sold to the right buyer to fund their rebellion. This disagreement causes tension within the crew, forcing them to decide whether to stick to their altruistic ideals or embrace more pragmatic, morally gray methods to fight the Empire.
"
454596,Fort Hope,The Young Rebels,0.0,0.0,1970,09,"[{'name': 'Louis Gossett Jr.', 'character': '', 'gender': 2}, {'name': 'Alex Henteloff', 'character': '', 'gender': 2}]","In ""Rise of the Old Masters,"" the Rebels learn of a former Jedi Master, Luminara Unduli, being held in a high-security Imperial prison. Hoping to learn from her, Kanan, Ezra, and the crew of the Ghost infiltrate the prison. However, they soon discover a dark secret: Luminara is dead, and the Empire is using her remains to lure Jedi and Force-sensitive individuals into a trap.
"
454599,Suicide Squad,The Young Rebels,0.0,0.0,1970,09,"[{'name': 'Louis Gossett Jr.', 'character': '', 'gender': 2}, {'name': 'Alex Henteloff', 'character': '', 'gender': 2}]","In ""Rise of the Old Masters,"" the Ghost crew receives a coded message claiming Jedi Master Luminara Unduli is still alive and imprisoned on Stygeon Prime. Kanan, eager to learn from a Jedi Master, insists they investigate, despite Hera's concerns about it being a trap. They infiltrate the Imperial prison facility, but quickly discover Luminara is dead, her corpse being used by the Inquisitor to lure and corrupt Force-sensitive beings. Kanan battles the Inquisitor, and though he escapes with Ezra, he's shaken by the encounter and the realization of the Jedi's dwindling numbers.
"
454597,Alias Ben Todd,The Young Rebels,0.0,0.0,1970,09,"[{'name': 'Louis Gossett Jr.', 'character': '', 'gender': 2}, {'name': 'Alex Henteloff', 'character': '', 'gender': 2}]","The crew of the Ghost, while attempting to gather information about the Empire's activities on Lothal, encounter a group of Lasat refugees struggling to survive. Zeb, the Lasat crew member, is initially hesitant to help, haunted by past trauma. However, as he witnesses the Empire's brutality against his people, he rediscovers his connection to his heritage and fights alongside the rebels to protect the Lasat survivors.
"
454594,The Hostages,The Young Rebels,0.0,0.0,1970,09,"[{'name': 'Louis Gossett Jr.', 'character': '', 'gender': 2}, {'name': 'Alex Henteloff', 'character': '', 'gender': 2}]","The rebels, low on supplies, attempt to steal fuel from an Imperial base on Lothal. While Hera leads the mission, Ezra has a vision that he must return to his old home, which leads him and Zeb into trouble. They discover that Imperials have occupied the building and are using it to transmit coded messages. They manage to disrupt the transmission, causing a distraction that helps Hera succeed in stealing the fuel. Ezra realizes that his connection to the Force helped him discover the Empire's plans, solidifying his role within the rebel crew.
"
454598,Age of Independence,The Young Rebels,0.0,0.0,1970,09,"[{'name': 'Louis Gossett Jr.', 'character': '', 'gender': 2}, {'name': 'Alex Henteloff', 'character': '', 'gender': 2}]","In ""Path of the Jedi,"" Ezra undergoes Jedi training under Kanan on Lothal. They venture into an ancient Jedi temple in the hopes of learning more about Ezra's potential and connecting him to the Force. Within the temple, they are confronted with trials and illusions that test their deepest fears and vulnerabilities, particularly Ezra's struggle with anger. Ezra overcomes his personal demons and earns a kyber crystal for his lightsaber, taking a crucial step on his path towards becoming a Jedi.
"
454595,Stalemate,The Young Rebels,0.0,0.0,1970,09,"[{'name': 'Louis Gossett Jr.', 'character': '', 'gender': 2}, {'name': 'Alex Henteloff', 'character': '', 'gender': 2}]","Ezra, feeling unappreciated by the Ghost crew, sneaks onto a Republic-era medical station orbiting a remote planet. He hopes to find a way to help the Rebellion and prove his worth. However, he soon discovers that the station is overrun by a deadly, parasitic virus that turns its victims into ravenous, zombie-like creatures. Ezra must fight to survive and escape, while also figuring out how to prevent the virus from spreading and endangering his friends.
"
454600,Valley of the Guns,The Young Rebels,0.0,0.0,1970,09,"[{'name': 'Louis Gossett Jr.', 'character': '', 'gender': 2}, {'name': 'Alex Henteloff', 'character': '', 'gender': 2}]","In ""Path of the Jedi,"" Kanan brings Ezra to an ancient Jedi temple on Lothal, hoping to begin his formal training. They face trials designed to test Ezra's resolve and connection to the Force. He encounters visions and must choose between the light and the dark side, ultimately earning the respect and guidance of Jedi Master Yoda through the Force. This experience cements Ezra's commitment to the Jedi path and his future training.
"
454603,Dangerous Ally,The Young Rebels,0.0,0.0,1970,09,"[{'name': 'Louis Gossett Jr.', 'character': '', 'gender': 2}, {'name': 'Alex Henteloff', 'character': '', 'gender': 2}]","In ""Call to Action,"" Ezra convinces the crew of the Ghost to use a stolen Imperial broadcast tower to send a message of rebellion to the rest of Lothal. The broadcast initially inspires hope, but the Empire, led by Grand Moff Tarkin, quickly retaliates, shutting down the broadcast and brutally punishing those who responded to it. The rebels are forced to retreat, realizing the consequences of their actions and that a stronger strategy is needed to ignite a true rebellion.
"
454602,The Infiltrator,The Young Rebels,0.0,0.0,1970,09,"[{'name': 'Louis Gossett Jr.', 'character': '', 'gender': 2}, {'name': 'Alex Henteloff', 'character': '', 'gender': 2}]","In Star Wars Rebels Season 1 Episode 13, ""Call to Action,"" the crew of the Ghost, discouraged by recent setbacks, considers abandoning the rebellion. Ezra, however, rallies them with a powerful speech inspired by a transmission from a former rebel leader, Gall Trayvis. The crew, reinvigorated, sets a trap for the Empire using the stolen transmission signal, hoping to expose Trayvis and prove to others the Empire's cruelty. However, they soon discover that Gall Trayvis is actually an Imperial agent working to lure rebels into a trap, leaving them in a desperate fight for survival.
"
454604,Unbroken Chains,The Young Rebels,0.0,0.0,1970,09,"[{'name': 'Louis Gossett Jr.', 'character': '', 'gender': 2}, {'name': 'Alex Henteloff', 'character': '', 'gender': 2}]","In Star Wars Rebels Season 1 Episode 14, titled ""Fire Across the Galaxy,"" the crew of the Ghost leads a daring rescue mission to free Kanan from Imperial custody. They enlist the help of Fulcrum (revealed to be Ahsoka Tano) and face a significant threat in the form of the Grand Inquisitor. The episode culminates in a major battle with the Imperial fleet and sets the stage for the conflicts to come in future seasons.
"
454601,To Kill a Traitor,The Young Rebels,0.0,0.0,1970,09,"[{'name': 'Louis Gossett Jr.', 'character': '', 'gender': 2}, {'name': 'Alex Henteloff', 'character': '', 'gender': 2}]","Hera's old friend, Kalani, a Separatist tactical droid believed to be deactivated, resurfaces and puts the crew of the Ghost through a series of tactical simulations using live fire exercises. He seeks to determine if they're worthy opponents for the Empire and a potential replacement for the Republic. The crew must survive Kalani's brutal tests and prove their tactical prowess, leading to a tense standoff where they must choose between fighting or demonstrating their ability to think outside the box.
"
1117686,The Lost Commanders,Star Wars Rebels,8.4,4.2,2015,10,"[{'name': 'Freddie Prinze Jr.', 'character': 'Kanan Jarrus (voice)', 'gender': 2}, {'name': 'Taylor Gray', 'character': 'Ezra Bridger (voice)', 'gender': 2}, {'name': 'Vanessa Marshall', 'character': 'Hera Syndulla (voice)', 'gender': 1}, {'name': 'Tiya Sircar', 'character': 'Sabine Wren (voice)', 'gender': 1}, {'name': 'Dave Filoni', 'character': ""C1-10P 'Chopper' (voice) (uncredited)"", 'gender': 2}, {'name': 'Steve Blum', 'character': ""Garazeb 'Zeb' Orrelios (voice)"", 'gender': 2}]","In ""Star Wars Rebels"" Season 2 Episode 1, ""The Siege of Lothal, Part 1,"" the crew of the Ghost discover that the Rebel cell they've been working with has been wiped out. While investigating, they are ambushed by a massive Imperial force, led by Darth Vader himself. The Rebels are forced to flee, realizing they are woefully outmatched and outgunned, setting the stage for a desperate escape from Lothal.
"
1131589,Relics of the Old Republic,Star Wars Rebels,8.4,4.2,2015,10,"[{'name': 'Freddie Prinze Jr.', 'character': 'Kanan Jarrus (voice)', 'gender': 2}, {'name': 'Taylor Gray', 'character': 'Ezra Bridger (voice)', 'gender': 2}, {'name': 'Vanessa Marshall', 'character': 'Hera Syndulla (voice)', 'gender': 1}, {'name': 'Tiya Sircar', 'character': 'Sabine Wren (voice)', 'gender': 1}, {'name': 'Dave Filoni', 'character': ""C1-10P 'Chopper' (voice) (uncredited)"", 'gender': 2}, {'name': 'Steve Blum', 'character': ""Garazeb 'Zeb' Orrelios (voice)"", 'gender': 2}]","In ""The Lost Commanders,"" the Ghost crew needs help navigating a dangerous star cluster and Hera seeks out a contact for assistance. They are led to a remote world where they encounter three clone troopers: Captain Rex, Commander Wolffe, and Gregor, all veterans of the Clone Wars. While they initially distrust the clones, the crew needs their expertise, and must learn to work together. However, the clones are haunted by their past and secretive about their intentions, leading to suspicion and potential conflict.
"
1132041,Always Two There Are,Star Wars Rebels,8.1,4.05,2015,10,"[{'name': 'Freddie Prinze Jr.', 'character': 'Kanan Jarrus (voice)', 'gender': 2}, {'name': 'Taylor Gray', 'character': 'Ezra Bridger (voice)', 'gender': 2}, {'name': 'Vanessa Marshall', 'character': 'Hera Syndulla (voice)', 'gender': 1}, {'name': 'Tiya Sircar', 'character': 'Sabine Wren (voice)', 'gender': 1}, {'name': 'Dave Filoni', 'character': ""C1-10P 'Chopper' (voice) (uncredited)"", 'gender': 2}, {'name': 'Steve Blum', 'character': ""Garazeb 'Zeb' Orrelios (voice)"", 'gender': 2}]","Okay, based on the provided information (TMDb ID: 1132041, Title: Star Wars Rebels, Season: 2, Episode: 3), the episode is titled ""Relics of the Old Republic.""

**Plot Summary: ""Relics of the Old Republic""**

The Ghost crew teams up with a Republic clone squadron led by Captain Rex to retrieve vital information from a crashed Republic medical station. They are ambushed by Imperial forces commanded by Commander Brom Titus, putting the clones' combat skills to the test and forcing Kanan to come to terms with his past and trust the clones despite his lingering trauma from Order 66. The clones prove their loyalty and help secure the information, strengthening the alliance between the Ghost crew and the veterans of the Clone Wars.
"
1134614,Brothers of the Broken Horn,Star Wars Rebels,7.5,3.75,2015,10,"[{'name': 'Freddie Prinze Jr.', 'character': 'Kanan Jarrus (voice)', 'gender': 2}, {'name': 'Taylor Gray', 'character': 'Ezra Bridger (voice)', 'gender': 2}, {'name': 'Vanessa Marshall', 'character': 'Hera Syndulla (voice)', 'gender': 1}, {'name': 'Tiya Sircar', 'character': 'Sabine Wren (voice)', 'gender': 1}, {'name': 'Dave Filoni', 'character': ""C1-10P 'Chopper' (voice) (uncredited)"", 'gender': 2}, {'name': 'Steve Blum', 'character': ""Garazeb 'Zeb' Orrelios (voice)"", 'gender': 2}]","Ahsoka Tano, working undercover as ""Fulcrum,"" tasks the Ghost crew with rescuing a captured Rebel pilot from an Imperial facility. Ezra, feeling excluded from Ahsoka's plans and eager to prove himself, disobeys orders and attempts to infiltrate the base alone. This leads to complications and exposes the team to greater danger, forcing them to work together to complete the mission and learn the importance of teamwork.
"
1135846,Wings of the Master,Star Wars Rebels,7.7,3.85,2015,10,"[{'name': 'Freddie Prinze Jr.', 'character': 'Kanan Jarrus (voice)', 'gender': 2}, {'name': 'Taylor Gray', 'character': 'Ezra Bridger (voice)', 'gender': 2}, {'name': 'Vanessa Marshall', 'character': 'Hera Syndulla (voice)', 'gender': 1}, {'name': 'Tiya Sircar', 'character': 'Sabine Wren (voice)', 'gender': 1}, {'name': 'Dave Filoni', 'character': ""C1-10P 'Chopper' (voice) (uncredited)"", 'gender': 2}, {'name': 'Steve Blum', 'character': ""Garazeb 'Zeb' Orrelios (voice)"", 'gender': 2}]","In ""Wings of the Master,"" the Rebel crew struggles to break through an Imperial blockade to acquire desperately needed supplies. Hera leads the squadron in the aging B-Wing prototype, but its unreliable performance hinders their efforts. She seeks guidance from Quarrie, the Mon Calamari engineer who designed the ship, hoping to unlock its full potential and prove its worth to the Rebellion. Meanwhile, Kanan and Ezra continue their Jedi training, focusing on patience and trust.
"
1135847,Blood Sisters,Star Wars Rebels,7.3,3.65,2015,10,"[{'name': 'Freddie Prinze Jr.', 'character': 'Kanan Jarrus (voice)', 'gender': 2}, {'name': 'Taylor Gray', 'character': 'Ezra Bridger (voice)', 'gender': 2}, {'name': 'Vanessa Marshall', 'character': 'Hera Syndulla (voice)', 'gender': 1}, {'name': 'Tiya Sircar', 'character': 'Sabine Wren (voice)', 'gender': 1}, {'name': 'Dave Filoni', 'character': ""C1-10P 'Chopper' (voice) (uncredited)"", 'gender': 2}, {'name': 'Steve Blum', 'character': ""Garazeb 'Zeb' Orrelios (voice)"", 'gender': 2}]","In ""Brothers of the Broken Horn,"" Ezra, Zeb, and Chopper are sent to retrieve supplies from a smuggling ship only to discover it's being run by Hondo Ohnaka. Hondo needs their help, claiming he was double-crossed by the Empire. Ezra, drawn to the prospect of adventure and seeing a chance to learn from a pirate, agrees to help Hondo recover his lost cargo, unaware of Hondo's true motives and the dangers that await.
"
1135848,Stealth Strike,Star Wars Rebels,8.0,4.0,2015,10,"[{'name': 'Freddie Prinze Jr.', 'character': 'Kanan Jarrus (voice)', 'gender': 2}, {'name': 'Taylor Gray', 'character': 'Ezra Bridger (voice)', 'gender': 2}, {'name': 'Vanessa Marshall', 'character': 'Hera Syndulla (voice)', 'gender': 1}, {'name': 'Tiya Sircar', 'character': 'Sabine Wren (voice)', 'gender': 1}, {'name': 'Dave Filoni', 'character': ""C1-10P 'Chopper' (voice) (uncredited)"", 'gender': 2}, {'name': 'Steve Blum', 'character': ""Garazeb 'Zeb' Orrelios (voice)"", 'gender': 2}]","In ""Stealth Strike,"" the Rebel crew of the Ghost is tasked with acquiring a prototype cloaking device from an Imperial cargo ship. They infiltrate the ship, but Hera becomes trapped when the device is activated prematurely. Kanan and the others must navigate the invisible ship and fight off Imperial forces to rescue Hera and secure the cloaking device before it falls into the wrong hands.
"
1142189,The Future of the Force,Star Wars Rebels,8.3,4.15,2015,10,"[{'name': 'Freddie Prinze Jr.', 'character': 'Kanan Jarrus (voice)', 'gender': 2}, {'name': 'Taylor Gray', 'character': 'Ezra Bridger (voice)', 'gender': 2}, {'name': 'Vanessa Marshall', 'character': 'Hera Syndulla (voice)', 'gender': 1}, {'name': 'Tiya Sircar', 'character': 'Sabine Wren (voice)', 'gender': 1}, {'name': 'Dave Filoni', 'character': ""C1-10P 'Chopper' (voice) (uncredited)"", 'gender': 2}, {'name': 'Steve Blum', 'character': ""Garazeb 'Zeb' Orrelios (voice)"", 'gender': 2}]","In ""Star Wars Rebels"" Season 2, Episode 8, titled ""Blood Sisters,"" Sabine Wren teams up with a bounty hunter named Ketsu Onyo, a former friend from her past. They embark on a mission to rescue a transport containing crucial supplies for the rebellion. Their shared history is strained by past betrayals, and they must learn to trust each other again to succeed and overcome Imperial forces. The mission forces Sabine to confront her past and consider the cost of war.
"
1145354,Legacy,Star Wars Rebels,7.7,3.85,2015,10,"[{'name': 'Freddie Prinze Jr.', 'character': 'Kanan Jarrus (voice)', 'gender': 2}, {'name': 'Taylor Gray', 'character': 'Ezra Bridger (voice)', 'gender': 2}, {'name': 'Vanessa Marshall', 'character': 'Hera Syndulla (voice)', 'gender': 1}, {'name': 'Tiya Sircar', 'character': 'Sabine Wren (voice)', 'gender': 1}, {'name': 'Dave Filoni', 'character': ""C1-10P 'Chopper' (voice) (uncredited)"", 'gender': 2}, {'name': 'Steve Blum', 'character': ""Garazeb 'Zeb' Orrelios (voice)"", 'gender': 2}]","In ""Star Wars Rebels"" Season 2, Episode 9, ""Stealth Strike,"" the Rebel crew, led by Kanan Jarrus and Ezra Bridger, attempt a daring attack on an Imperial transport ship carrying much-needed supplies for their burgeoning rebellion. To get close, they need to rely on a stealth ship, a rare prototype provided by Commander Sato. The mission is complicated by the presence of Agent Kallus, who is becoming increasingly adept at anticipating Rebel tactics, and a growing sense of distrust within the Rebel ranks due to the use of the unfamiliar and potentially risky stealth ship. The episode focuses on the challenges of trust, the importance of strategy, and the constant threat posed by the Empire.
"
1158129,A Princess on Lothal,Star Wars Rebels,8.0,4.0,2015,10,"[{'name': 'Freddie Prinze Jr.', 'character': 'Kanan Jarrus (voice)', 'gender': 2}, {'name': 'Taylor Gray', 'character': 'Ezra Bridger (voice)', 'gender': 2}, {'name': 'Vanessa Marshall', 'character': 'Hera Syndulla (voice)', 'gender': 1}, {'name': 'Tiya Sircar', 'character': 'Sabine Wren (voice)', 'gender': 1}, {'name': 'Dave Filoni', 'character': ""C1-10P 'Chopper' (voice) (uncredited)"", 'gender': 2}, {'name': 'Steve Blum', 'character': ""Garazeb 'Zeb' Orrelios (voice)"", 'gender': 2}]","""Star Wars Rebels"" Season 2, Episode 10, titled ""The Future of the Force,"" sees the Ghost crew investigating reports of Force-sensitive children being kidnapped across the galaxy. They discover the Inquisitors are hunting these children under Darth Vader's orders to either corrupt them into becoming Sith or eliminate them as potential threats to the Empire. Ahsoka Tano and Kanan Jarrus race against time to protect the children before the Inquisitors can find them.
"
1161488,The Protector of Concord Dawn,Star Wars Rebels,7.7,3.85,2015,10,"[{'name': 'Freddie Prinze Jr.', 'character': 'Kanan Jarrus (voice)', 'gender': 2}, {'name': 'Taylor Gray', 'character': 'Ezra Bridger (voice)', 'gender': 2}, {'name': 'Vanessa Marshall', 'character': 'Hera Syndulla (voice)', 'gender': 1}, {'name': 'Tiya Sircar', 'character': 'Sabine Wren (voice)', 'gender': 1}, {'name': 'Dave Filoni', 'character': ""C1-10P 'Chopper' (voice) (uncredited)"", 'gender': 2}, {'name': 'Steve Blum', 'character': ""Garazeb 'Zeb' Orrelios (voice)"", 'gender': 2}]","On the planet Garel, the Rebel crew of the Ghost responds to a distress call from a fellow rebel cell led by Captain Rex, Gregor, and Wolffe – clone troopers from the Clone Wars. While the crew is initially wary of trusting clones who once served the Republic, Ezra, Kanan, and Ahsoka attempt to discern the clones' true allegiance. The episode culminates in a test of loyalty when Imperial forces attack, forcing the Rebels and the clones to work together to survive.
"
1162960,Legends of the Lasat,Star Wars Rebels,7.7,3.85,2015,10,"[{'name': 'Freddie Prinze Jr.', 'character': 'Kanan Jarrus (voice)', 'gender': 2}, {'name': 'Taylor Gray', 'character': 'Ezra Bridger (voice)', 'gender': 2}, {'name': 'Vanessa Marshall', 'character': 'Hera Syndulla (voice)', 'gender': 1}, {'name': 'Tiya Sircar', 'character': 'Sabine Wren (voice)', 'gender': 1}, {'name': 'Dave Filoni', 'character': ""C1-10P 'Chopper' (voice) (uncredited)"", 'gender': 2}, {'name': 'Steve Blum', 'character': ""Garazeb 'Zeb' Orrelios (voice)"", 'gender': 2}]","In ""Siege of Lothal,"" the growing Rebel cell, led by Kanan and Ezra, is forced to flee Lothal when Darth Vader arrives to personally deal with the Rebel threat. After a narrow escape, they are pursued through hyperspace, setting the stage for a wider conflict with the Empire.
"
1164926,The Call,Star Wars Rebels,7.5,3.75,2015,10,"[{'name': 'Freddie Prinze Jr.', 'character': 'Kanan Jarrus (voice)', 'gender': 2}, {'name': 'Taylor Gray', 'character': 'Ezra Bridger (voice)', 'gender': 2}, {'name': 'Vanessa Marshall', 'character': 'Hera Syndulla (voice)', 'gender': 1}, {'name': 'Tiya Sircar', 'character': 'Sabine Wren (voice)', 'gender': 1}, {'name': 'Dave Filoni', 'character': ""C1-10P 'Chopper' (voice) (uncredited)"", 'gender': 2}, {'name': 'Steve Blum', 'character': ""Garazeb 'Zeb' Orrelios (voice)"", 'gender': 2}]","In ""The Protector of Concord Dawn,"" Sabine, Kanan, and Hera travel to Concord Dawn to negotiate safe passage for the rebel fleet through the system controlled by Mandalorian Protectors. The Protectors, however, are loyal to the Empire and attack the rebel ship. Hera is seriously wounded, forcing Sabine to confront her Mandalorian heritage and challenge Fenn Rau, the leader of the Protectors, to a duel to secure the passage.
"
