imdb_code,title,rating,release_year,cast,cast_names,cast_roles,Plot Summary
11278778,The Lost Commanders,7.9,2015,"[('Taylor Gray', <Character id:None[http] name:_Ezra Bridger_>), ('Vanessa Marshall', <Character id:None[http] name:_Hera Syndulla_>), ('Freddie Prinze Jr.', <Character id:None[http] name:_Kanan Jarrus_>), ('Tiya Sircar', <Character id:None[http] name:_Sabine Wren_>), ('Steve Blum', [<Character id:[http] name:_Zeb Orrelios_>, <Character id:None[http] name:_Imperial Officer_>, <Character id:None[http] name:_Tactical Droid Head_>]), ('Dave Filoni', <Character id:None[http] name:_C1-10P a.k.a. 'Chopper'_>), ('Dee Bradley Baker', [<Character id:[http] name:_Admiral Konstantine_>, <Character id:None[http] name:_Clone Troopers_>]), ('David Oyelowo', <Character id:None[http] name:_Agent Kallus_>), ('Ashley Eckstein', <Character id:None[http] name:_Ahsoka Tano_>), ('Keone Young', <Character id:None[http] name:_Commander Sato_>)]","['Taylor Gray', 'Vanessa Marshall', 'Freddie Prinze Jr.', 'Tiya Sircar', 'Steve Blum', 'Dave Filoni', 'Dee Bradley Baker', 'David Oyelowo', 'Ashley Eckstein', 'Keone Young']","[<Character id:None[http] name:_Ezra Bridger_>, <Character id:None[http] name:_Hera Syndulla_>, <Character id:None[http] name:_Kanan Jarrus_>, <Character id:None[http] name:_Sabine Wren_>, [<Character id:[http] name:_Zeb Orrelios_>, <Character id:None[http] name:_Imperial Officer_>, <Character id:None[http] name:_Tactical Droid Head_>], <Character id:None[http] name:_C1-10P a.k.a. 'Chopper'_>, [<Character id:[http] name:_Admiral Konstantine_>, <Character id:None[http] name:_Clone Troopers_>], <Character id:None[http] name:_Agent Kallus_>, <Character id:None[http] name:_Ahsoka Tano_>, <Character id:None[http] name:_Commander Sato_>]","In ""The Lost Commanders"" (Star Wars Rebels), Kanan, Ezra, and Ahsoka seek out a former clone trooper commander, Captain Rex, hoping he can help the Rebellion. They find Rex and two other clones, Gregor and Wolffe, living in isolation on the planet Seelos. Initially, the clones are wary and suspicious of the Jedi, but they eventually agree to help repair the Rebels' damaged ship. However, Wolffe, fearing the return of the Empire and believing the Jedi are a threat, contacts the Empire, setting up a potential confrontation.
"
5041830,Relics of the Old Republic,8.2,2015,"[('Taylor Gray', <Character id:None[http] name:_Ezra Bridger_>), ('Vanessa Marshall', <Character id:None[http] name:_Hera Syndulla_>), ('Freddie Prinze Jr.', <Character id:None[http] name:_Kanan Jarrus_>), ('Tiya Sircar', <Character id:None[http] name:_Sabine Wren_>), ('Steve Blum', [<Character id:[http] name:_Zeb Orrelios_>, <Character id:None[http] name:_Technician #1_>, <Character id:None[http] name:_Technician #2_>]), ('Dave Filoni', [<Character id:[http] name:_C1-10P a.k.a. 'Chopper'_>, <Character id:None[http] name:_AT-AT Pilot_>]), ('Dee Bradley Baker', [<Character id:[http] name:_Admiral Konstantine_>, <Character id:None[http] name:_Clone Troopers_>]), ('David Oyelowo', <Character id:None[http] name:_Agent Kallus_>), ('Ashley Eckstein', <Character id:None[http] name:_Ahsoka Tano_>), ('Philip Anthony-Rodriguez', <Character id:None[http] name:_Fifth Brother_>)]","['Taylor Gray', 'Vanessa Marshall', 'Freddie Prinze Jr.', 'Tiya Sircar', 'Steve Blum', 'Dave Filoni', 'Dee Bradley Baker', 'David Oyelowo', 'Ashley Eckstein', 'Philip Anthony-Rodriguez']","[<Character id:None[http] name:_Ezra Bridger_>, <Character id:None[http] name:_Hera Syndulla_>, <Character id:None[http] name:_Kanan Jarrus_>, <Character id:None[http] name:_Sabine Wren_>, [<Character id:[http] name:_Zeb Orrelios_>, <Character id:None[http] name:_Technician #1_>, <Character id:None[http] name:_Technician #2_>], [<Character id:[http] name:_C1-10P a.k.a. 'Chopper'_>, <Character id:None[http] name:_AT-AT Pilot_>], [<Character id:[http] name:_Admiral Konstantine_>, <Character id:None[http] name:_Clone Troopers_>], <Character id:None[http] name:_Agent Kallus_>, <Character id:None[http] name:_Ahsoka Tano_>, <Character id:None[http] name:_Fifth Brother_>]","In the ""Relics of the Old Republic"" episode of *Star Wars Rebels*, the Ghost crew, specifically Kanan, Ezra, and Ahsoka, investigate an old Republic battle station that's being raided by Separatist droids, now under the control of a mysterious Inquisitor known as the Fifth Brother and his partner, the Seventh Sister. They seek to recover Republic intelligence data, but the droids prove surprisingly resilient and the Inquisitors prove a formidable threat. The episode explores themes of legacy and the impact of the Clone Wars, as well as introducing a new layer of threat with the Inquisitors' relentless pursuit of the remaining Jedi.
"
5041828,Always Two There Are,7.7,2015,"[('Taylor Gray', <Character id:None[http] name:_Ezra Bridger_>), ('Vanessa Marshall', <Character id:None[http] name:_Hera Syndulla_>), ('Freddie Prinze Jr.', <Character id:None[http] name:_Kanan Jarrus_>), ('Tiya Sircar', <Character id:None[http] name:_Sabine Wren_>), ('Steve Blum', [<Character id:[http] name:_Zeb Orrelios_>, <Character id:None[http] name:_Imperial Technician #1_>]), ('Dave Filoni', <Character id:None[http] name:_C1-10P a.k.a. 'Chopper'_>), ('Dee Bradley Baker', [<Character id:[http] name:_Admiral Konstantine_>, <Character id:None[http] name:_Rex_>]), ('David Oyelowo', <Character id:None[http] name:_Agent Kallus_>), ('Philip Anthony-Rodriguez', <Character id:None[http] name:_Fifth Brother_>), ('Sarah Michelle Gellar', <Character id:None[http] name:_Seventh Sister_>)]","['Taylor Gray', 'Vanessa Marshall', 'Freddie Prinze Jr.', 'Tiya Sircar', 'Steve Blum', 'Dave Filoni', 'Dee Bradley Baker', 'David Oyelowo', 'Philip Anthony-Rodriguez', 'Sarah Michelle Gellar']","[<Character id:None[http] name:_Ezra Bridger_>, <Character id:None[http] name:_Hera Syndulla_>, <Character id:None[http] name:_Kanan Jarrus_>, <Character id:None[http] name:_Sabine Wren_>, [<Character id:[http] name:_Zeb Orrelios_>, <Character id:None[http] name:_Imperial Technician #1_>], <Character id:None[http] name:_C1-10P a.k.a. 'Chopper'_>, [<Character id:[http] name:_Admiral Konstantine_>, <Character id:None[http] name:_Rex_>], <Character id:None[http] name:_Agent Kallus_>, <Character id:None[http] name:_Fifth Brother_>, <Character id:None[http] name:_Seventh Sister_>]","In the Star Wars Rebels episode ""Always Two There Are,"" Kanan, Ezra, and Ahsoka investigate a Sith shrine on Malachor. Ezra gets separated from the group and encounters Darth Maul, who tempts him with promises of power and teaches him how to access the Sith Holocron. Meanwhile, Kanan and Ahsoka battle the Inquisitors, the Fifth Brother and Seventh Sister. Ahsoka is unnerved by the dark side presence and warns Kanan about its influence.
"
5097466,Brothers of the Broken Horn,7.1,2015,"[('Taylor Gray', <Character id:None[http] name:_Ezra Bridger_>), ('Vanessa Marshall', <Character id:None[http] name:_Hera Syndulla_>), ('Freddie Prinze Jr.', <Character id:None[http] name:_Kanan Jarrus_>), ('Tiya Sircar', <Character id:None[http] name:_Sabine Wren_>), ('Dave Filoni', <Character id:None[http] name:_C1-10P a.k.a. 'Chopper'_>), ('James Hong', <Character id:None[http] name:_Azmorigan_>), ('Keith Szarabajka', <Character id:None[http] name:_Cikatro Vizago_>), ('Keone Young', <Character id:None[http] name:_Commander Sato_>), ('Jim Cummings', <Character id:None[http] name:_Hondo Ohnaka_>), ('Dee Bradley Baker', [<Character id:[http] name:_Rex_>, <Character id:None[http] name:_Imperial Technician_>])]","['Taylor Gray', 'Vanessa Marshall', 'Freddie Prinze Jr.', 'Tiya Sircar', 'Dave Filoni', 'James Hong', 'Keith Szarabajka', 'Keone Young', 'Jim Cummings', 'Dee Bradley Baker']","[<Character id:None[http] name:_Ezra Bridger_>, <Character id:None[http] name:_Hera Syndulla_>, <Character id:None[http] name:_Kanan Jarrus_>, <Character id:None[http] name:_Sabine Wren_>, <Character id:None[http] name:_C1-10P a.k.a. 'Chopper'_>, <Character id:None[http] name:_Azmorigan_>, <Character id:None[http] name:_Cikatro Vizago_>, <Character id:None[http] name:_Commander Sato_>, <Character id:None[http] name:_Hondo Ohnaka_>, [<Character id:[http] name:_Rex_>, <Character id:None[http] name:_Imperial Technician_>]]","In the *Star Wars Rebels* episode ""Brothers of the Broken Horn,"" Ezra and Zeb team up with the infamous space pirate Hondo Ohnaka to steal valuable proton torpedoes from a Separatist salvage yard. The operation is fraught with peril as they encounter a dangerous bounty hunter named Azmorigan, rivalries between Hondo and Azmorigan escalate, and the true, chaotic nature of Hondo's ""brotherhood"" is revealed. Ultimately, Ezra and Zeb learn a harsh lesson about trust and the complexities of dealing with individuals operating outside the law.
"
5097602,Wings of the Master,7.5,2015,"[('Taylor Gray', <Character id:None[http] name:_Ezra Bridger_>), ('Vanessa Marshall', <Character id:None[http] name:_Hera Syndulla_>), ('Freddie Prinze Jr.', <Character id:None[http] name:_Kanan Jarrus_>), ('Tiya Sircar', <Character id:None[http] name:_Sabine Wren_>), ('Steve Blum', [<Character id:[http] name:_Zeb Orrelios_>, <Character id:None[http] name:_Phoenix Leader_>, <Character id:None[http] name:_Blockade Runner Captain_>]), ('Dave Filoni', [<Character id:[http] name:_C1-10P a.k.a. 'Chopper'_>, <Character id:None[http] name:_Phoenix #2_>]), ('David Oyelowo', <Character id:None[http] name:_Agent Kallus_>), ('Keone Young', <Character id:None[http] name:_Commander Sato_>), ('Dee Bradley Baker', [<Character id:[http] name:_Rex_>, <Character id:None[http] name:_Phoenix #3_>]), ('Corey Burton', [<Character id:[http] name:_Quarrie_>, <Character id:None[http] name:_Eesh Fahm_>, <Character id:None[http] name:_Imperial Officer_>])]","['Taylor Gray', 'Vanessa Marshall', 'Freddie Prinze Jr.', 'Tiya Sircar', 'Steve Blum', 'Dave Filoni', 'David Oyelowo', 'Keone Young', 'Dee Bradley Baker', 'Corey Burton']","[<Character id:None[http] name:_Ezra Bridger_>, <Character id:None[http] name:_Hera Syndulla_>, <Character id:None[http] name:_Kanan Jarrus_>, <Character id:None[http] name:_Sabine Wren_>, [<Character id:[http] name:_Zeb Orrelios_>, <Character id:None[http] name:_Phoenix Leader_>, <Character id:None[http] name:_Blockade Runner Captain_>], [<Character id:[http] name:_C1-10P a.k.a. 'Chopper'_>, <Character id:None[http] name:_Phoenix #2_>], <Character id:None[http] name:_Agent Kallus_>, <Character id:None[http] name:_Commander Sato_>, [<Character id:[http] name:_Rex_>, <Character id:None[http] name:_Phoenix #3_>], [<Character id:[http] name:_Quarrie_>, <Character id:None[http] name:_Eesh Fahm_>, <Character id:None[http] name:_Imperial Officer_>]]","In the Star Wars Rebels episode ""Wings of the Master,"" Hera Syndulla struggles with the Rebel fleet's outdated starfighters, which are constantly being outmatched by Imperial forces. Desperate for a solution, she seeks out the legendary B-wing prototype, a powerful but notoriously difficult to pilot fighter. Hera must prove herself to the grumpy and skeptical Quarrie, the Mon Calamari engineer who designed the B-wing, in order to convince him to release his creation to the Rebellion. She endures grueling training and near-death experiences to master the B-wing, demonstrating her unwavering commitment to the Rebellion and ultimately earning Quarrie's respect and the B-wing fighters for the fleet.
"
5097604,Blood Sisters,6.8,2015,"[('Taylor Gray', <Character id:None[http] name:_Ezra Bridger_>), ('Vanessa Marshall', <Character id:None[http] name:_Hera Syndulla_>), ('Tiya Sircar', <Character id:None[http] name:_Sabine Wren_>), ('Dave Filoni', [<Character id:[http] name:_C1-10P a.k.a. 'Chopper'_>, <Character id:None[http] name:_Rodian_>, <Character id:None[http] name:_Stormtrooper #2_>]), ('Steve Blum', [<Character id:[http] name:_EG-86 Gonk Droid_>, <Character id:None[http] name:_Dispatch_>, <Character id:None[http] name:_Imperial Technician_>]), ('Stephen Stanton', [<Character id:[http] name:_Imperial Officer_>, <Character id:None[http] name:_Pilot Droid_>, <Character id:None[http] name:_Stormtrooper #1_>]), ('Gina Torres', <Character id:None[http] name:_Ketsu Onyo_>)]","['Taylor Gray', 'Vanessa Marshall', 'Tiya Sircar', 'Dave Filoni', 'Steve Blum', 'Stephen Stanton', 'Gina Torres']","[<Character id:None[http] name:_Ezra Bridger_>, <Character id:None[http] name:_Hera Syndulla_>, <Character id:None[http] name:_Sabine Wren_>, [<Character id:[http] name:_C1-10P a.k.a. 'Chopper'_>, <Character id:None[http] name:_Rodian_>, <Character id:None[http] name:_Stormtrooper #2_>], [<Character id:[http] name:_EG-86 Gonk Droid_>, <Character id:None[http] name:_Dispatch_>, <Character id:None[http] name:_Imperial Technician_>], [<Character id:[http] name:_Imperial Officer_>, <Character id:None[http] name:_Pilot Droid_>, <Character id:None[http] name:_Stormtrooper #1_>], <Character id:None[http] name:_Ketsu Onyo_>]","In the *Star Wars Rebels* episode ""Blood Sisters,"" Sabine and Ezra are stranded on a remote ice planet while on a mission to recover supplies. Their ship is damaged and they must find shelter. While seeking refuge, they encounter two Mandalorians, Ketsu Onyo, an old ally of Sabine's from her time working with the Black Sun crime syndicate. However, Ketsu is not happy to see Sabine and the two have a history of betrayal and mistrust. The episode focuses on their strained relationship and forces them to work together to survive the harsh environment and escape Imperial forces, ultimately leading to a tentative reconciliation and Ketsu joining the rebel cause.
"
5179096,Stealth Strike,8.1,2015,"[('Taylor Gray', <Character id:None[http] name:_Ezra Bridger_>), ('Vanessa Marshall', <Character id:None[http] name:_Hera Syndulla_>), ('Freddie Prinze Jr.', <Character id:None[http] name:_Kanan Jarrus_>), ('Tiya Sircar', <Character id:None[http] name:_Sabine Wren_>), ('Steve Blum', [<Character id:[http] name:_Zeb Orrelios_>, <Character id:None[http] name:_Imperial Officer #1_>, <Character id:None[http] name:_Stormtrooper #2_>]), ('Dave Filoni', [<Character id:[http] name:_C1-10P a.k.a. 'Chopper'_>, <Character id:None[http] name:_Imperial Technician_>]), ('Derek Partridge', <Character id:None[http] name:_Admiral Brom Titus_>), ('David Oyelowo', <Character id:None[http] name:_Agent Kallus_>), ('Keone Young', <Character id:None[http] name:_Commander Sato_>), ('Matthew Wood', [<Character id:[http] name:_Imperial Officer #2_>, <Character id:None[http] name:_Imperial Weapons Technician #2_>, <Character id:None[http] name:_Stormtrooper #1_>]), ('Dee Bradley Baker', [<Character id:[http] name:_Rex_>, <Character id:None[http] name:_Rebel Pilot_>, <Character id:None[http] name:_Imperial Weapons Technician #1_>])]","['Taylor Gray', 'Vanessa Marshall', 'Freddie Prinze Jr.', 'Tiya Sircar', 'Steve Blum', 'Dave Filoni', 'Derek Partridge', 'David Oyelowo', 'Keone Young', 'Matthew Wood', 'Dee Bradley Baker']","[<Character id:None[http] name:_Ezra Bridger_>, <Character id:None[http] name:_Hera Syndulla_>, <Character id:None[http] name:_Kanan Jarrus_>, <Character id:None[http] name:_Sabine Wren_>, [<Character id:[http] name:_Zeb Orrelios_>, <Character id:None[http] name:_Imperial Officer #1_>, <Character id:None[http] name:_Stormtrooper #2_>], [<Character id:[http] name:_C1-10P a.k.a. 'Chopper'_>, <Character id:None[http] name:_Imperial Technician_>], <Character id:None[http] name:_Admiral Brom Titus_>, <Character id:None[http] name:_Agent Kallus_>, <Character id:None[http] name:_Commander Sato_>, [<Character id:[http] name:_Imperial Officer #2_>, <Character id:None[http] name:_Imperial Weapons Technician #2_>, <Character id:None[http] name:_Stormtrooper #1_>], [<Character id:[http] name:_Rex_>, <Character id:None[http] name:_Rebel Pilot_>, <Character id:None[http] name:_Imperial Weapons Technician #1_>]]","In the Star Wars Rebels episode ""Stealth Strike,"" the crew of the Ghost, along with Commander Sato and his Phoenix Squadron, attempt a daring ambush on an Imperial convoy in hyperspace using new experimental cloaking technology. Their mission is to steal vital fuel pods to resupply their dwindling resources. However, Grand Admiral Thrawn anticipates their plan and sets a cunning trap, forcing the Rebels to rely on Ezra's quick thinking and Hera's piloting skills to survive and escape. The episode focuses on the strategic battle of wits between Thrawn and the Rebels, and highlights the risks and limitations of the cloaking technology.
"
5186182,The Future of the Force,8.5,2015,"[('Taylor Gray', <Character id:None[http] name:_Ezra Bridger_>), ('Freddie Prinze Jr.', <Character id:None[http] name:_Kanan Jarrus_>), ('Steve Blum', [<Character id:[http] name:_Zeb Orrelios_>, <Character id:None[http] name:_Freight Pilot_>, <Character id:None[http] name:_Ithorian Driver #2_>]), ('Dave Filoni', [<Character id:[http] name:_C1-10P a.k.a. 'Chopper'_>, <Character id:None[http] name:_Ithorian Driver #1_>]), ('Ashley Eckstein', <Character id:None[http] name:_Ahsoka Tano_>), ('Grey Griffin', [<Character id:[http] name:_Darja_>, <Character id:None[http] name:_Oora_>]), ('Philip Anthony-Rodriguez', <Character id:None[http] name:_Fifth Brother_>), ('Dee Bradley Baker', <Character id:None[http] name:_Pipey_>), ('Sarah Michelle Gellar', <Character id:None[http] name:_Seventh Sister_>)]","['Taylor Gray', 'Freddie Prinze Jr.', 'Steve Blum', 'Dave Filoni', 'Ashley Eckstein', 'Grey Griffin', 'Philip Anthony-Rodriguez', 'Dee Bradley Baker', 'Sarah Michelle Gellar']","[<Character id:None[http] name:_Ezra Bridger_>, <Character id:None[http] name:_Kanan Jarrus_>, [<Character id:[http] name:_Zeb Orrelios_>, <Character id:None[http] name:_Freight Pilot_>, <Character id:None[http] name:_Ithorian Driver #2_>], [<Character id:[http] name:_C1-10P a.k.a. 'Chopper'_>, <Character id:None[http] name:_Ithorian Driver #1_>], <Character id:None[http] name:_Ahsoka Tano_>, [<Character id:[http] name:_Darja_>, <Character id:None[http] name:_Oora_>], <Character id:None[http] name:_Fifth Brother_>, <Character id:None[http] name:_Pipey_>, <Character id:None[http] name:_Seventh Sister_>]","In ""The Future of the Force,"" two Force-sensitive infants are born in the Outer Rim, drawing the attention of both the Inquisitors, who seek to kidnap them for the Sith, and Ahsoka Tano, who tries to protect them. Ahsoka sends Ezra and Kanan to rescue the children, but the Inquisitors are relentless, leading to several confrontations and putting the Jedi on the defensive. Ultimately, the Jedi and the parents of the children agree it's best to hide the children from the Empire rather than train them as Jedi, as they face too great a risk.
"
7822084,Legacy Media Fools at CNN Blaze Weed in Denver: If Alt Media Figures Do That They Get Banned,No rating available,2018,"[('Styxhexenhammer666', <Character id:None[http] name:_Self - Host_>)]",['Styxhexenhammer666'],[<Character id:None[http] name:_Self - Host_>],"This episode of ""Rebels"" features a commentary on perceived hypocrisy in the media landscape. It highlights an instance where CNN representatives are shown using marijuana in Denver (where it's legal), contrasting this with the idea that alternative media figures would face censorship or banning for similar behavior. The episode likely presents this as an example of double standards within the media industry, suggesting a bias or uneven application of rules.
"
5239020,A Princess on Lothal,7.8,2016,"[('Taylor Gray', <Character id:None[http] name:_Ezra Bridger_>), ('Vanessa Marshall', <Character id:None[http] name:_Hera Syndulla_>), ('Freddie Prinze Jr.', [<Character id:[http] name:_Kanan Jarrus_>, <Character id:None[http] name:_AT-AT Driver #3_>]), ('Tiya Sircar', <Character id:None[http] name:_Sabine Wren_>), ('Steve Blum', [<Character id:[http] name:_Zeb Orrelios_>, <Character id:None[http] name:_AT-AT Driver #2_>, <Character id:None[http] name:_Stormtrooper Commander_>, <Character id:None[http] name:_Stormtrooper Deck Officer_>]), ('Dave Filoni', [<Character id:[http] name:_C1-10P a.k.a. 'Chopper'_>, <Character id:None[http] name:_AT-AT Driver_>, <Character id:None[http] name:_Stormtrooper_>, <Character id:None[http] name:_Stormtrooper Commander_>]), (""Liam O'Brien"", [<Character id:[http] name:_Lt. Lyste_>, <Character id:None[http] name:_Stormtrooper Squad Leader_>]), ('Julie Dolan', <Character id:None[http] name:_Princess Leia Organa_>), ('Matthew Wood', <Character id:None[http] name:_Rebel Pilot_>), ('Clancy Brown', [<Character id:[http] name:_Ryder Azadi_>, <Character id:None[http] name:_Imperial Officer_>, <Character id:None[http] name:_Stormtrooper #2_>])]","['Taylor Gray', 'Vanessa Marshall', 'Freddie Prinze Jr.', 'Tiya Sircar', 'Steve Blum', 'Dave Filoni', ""Liam O'Brien"", 'Julie Dolan', 'Matthew Wood', 'Clancy Brown']","[<Character id:None[http] name:_Ezra Bridger_>, <Character id:None[http] name:_Hera Syndulla_>, [<Character id:[http] name:_Kanan Jarrus_>, <Character id:None[http] name:_AT-AT Driver #3_>], <Character id:None[http] name:_Sabine Wren_>, [<Character id:[http] name:_Zeb Orrelios_>, <Character id:None[http] name:_AT-AT Driver #2_>, <Character id:None[http] name:_Stormtrooper Commander_>, <Character id:None[http] name:_Stormtrooper Deck Officer_>], [<Character id:[http] name:_C1-10P a.k.a. 'Chopper'_>, <Character id:None[http] name:_AT-AT Driver_>, <Character id:None[http] name:_Stormtrooper_>, <Character id:None[http] name:_Stormtrooper Commander_>], [<Character id:[http] name:_Lt. Lyste_>, <Character id:None[http] name:_Stormtrooper Squad Leader_>], <Character id:None[http] name:_Princess Leia Organa_>, <Character id:None[http] name:_Rebel Pilot_>, [<Character id:[http] name:_Ryder Azadi_>, <Character id:None[http] name:_Imperial Officer_>, <Character id:None[http] name:_Stormtrooper #2_>]]","Princess Leia Organa secretly travels to Lothal on a mission to provide the rebellion with much-needed ships. Her presence must remain a secret, as the Empire is heavily patrolling the system. While working with the Ghost crew to secure the transports, Leia clashes with Ezra Bridger due to their differing leadership styles and philosophies. Ultimately, they learn to work together to outmaneuver the Imperials and successfully deliver the ships to the rebel fleet, though Leia has to use her diplomatic skills to avoid revealing her true identity.
"
5340562,The Protector of Concord Dawn,7.5,2016,"[('Taylor Gray', <Character id:None[http] name:_Ezra Bridger_>), ('Vanessa Marshall', [<Character id:[http] name:_Hera Syndulla_>, <Character id:None[http] name:_Phoenix Four_>, <Character id:None[http] name:_2-1B Surgical Droid_>]), ('Freddie Prinze Jr.', <Character id:None[http] name:_Kanan Jarrus_>), ('Tiya Sircar', <Character id:None[http] name:_Sabine Wren_>), ('Steve Blum', [<Character id:[http] name:_Zeb Orrelios_>, <Character id:None[http] name:_Phoenix Two_>, <Character id:None[http] name:_Wingman #1_>]), ('Dave Filoni', [<Character id:[http] name:_C1-10P a.k.a. 'Chopper'_>, <Character id:None[http] name:_Phoenix Three_>]), ('Keone Young', <Character id:None[http] name:_Commander Sato_>), ('Kevin McKidd', <Character id:None[http] name:_Fenn Rau_>), ('Dee Bradley Baker', [<Character id:[http] name:_Rex_>, <Character id:None[http] name:_Imperial Officer_>, <Character id:None[http] name:_Wingman #2_>])]","['Taylor Gray', 'Vanessa Marshall', 'Freddie Prinze Jr.', 'Tiya Sircar', 'Steve Blum', 'Dave Filoni', 'Keone Young', 'Kevin McKidd', 'Dee Bradley Baker']","[<Character id:None[http] name:_Ezra Bridger_>, [<Character id:[http] name:_Hera Syndulla_>, <Character id:None[http] name:_Phoenix Four_>, <Character id:None[http] name:_2-1B Surgical Droid_>], <Character id:None[http] name:_Kanan Jarrus_>, <Character id:None[http] name:_Sabine Wren_>, [<Character id:[http] name:_Zeb Orrelios_>, <Character id:None[http] name:_Phoenix Two_>, <Character id:None[http] name:_Wingman #1_>], [<Character id:[http] name:_C1-10P a.k.a. 'Chopper'_>, <Character id:None[http] name:_Phoenix Three_>], <Character id:None[http] name:_Commander Sato_>, <Character id:None[http] name:_Fenn Rau_>, [<Character id:[http] name:_Rex_>, <Character id:None[http] name:_Imperial Officer_>, <Character id:None[http] name:_Wingman #2_>]]","In the Star Wars Rebels episode ""The Protector of Concord Dawn,"" Sabine Wren leads a mission to secure safe passage for the Rebel fleet through the Concord Dawn system. The Mandalorians who control Concord Dawn, led by Fenn Rau, a staunch ally of the Empire, refuse. After a tense standoff and a dogfight where Hera's ship is badly damaged, Sabine challenges Fenn Rau to a duel for control. Sabine defeats him, but ultimately spares his life, hoping to sway him to the Rebel cause. Fenn Rau, impressed by her honor and recognizing the potential threat of the Empire, agrees to become an ally of the Rebellion, providing safe passage through Concord Dawn.
"
5340564,Legends of the Lasat,7.3,2016,"[('Taylor Gray', <Character id:None[http] name:_Ezra Bridger_>), ('Vanessa Marshall', <Character id:None[http] name:_Hera Syndulla_>), ('Freddie Prinze Jr.', <Character id:None[http] name:_Kanan Jarrus_>), ('Tiya Sircar', <Character id:None[http] name:_Sabine Wren_>), ('Steve Blum', [<Character id:[http] name:_Zeb Orrelios_>, <Character id:None[http] name:_Imperial Officer #1_>]), ('Dave Filoni', [<Character id:[http] name:_C1-10P a.k.a. 'Chopper'_>, <Character id:None[http] name:_Stormtrooper #1_>, <Character id:None[http] name:_Stormtrooper Commander #2_>]), ('Dee Bradley Baker', <Character id:None[http] name:_Admiral Konstantine_>), ('David Oyelowo', <Character id:None[http] name:_Agent Kallus_>), ('Grey Griffin', <Character id:None[http] name:_Chava_>), ('Gary Anthony Williams', [<Character id:[http] name:_Gron_>, <Character id:None[http] name:_Stormtrooper #2_>, <Character id:None[http] name:_Stormtrooper Commander #1_>]), ('Jim Cummings', <Character id:None[http] name:_Hondo Ohnaka_>)]","['Taylor Gray', 'Vanessa Marshall', 'Freddie Prinze Jr.', 'Tiya Sircar', 'Steve Blum', 'Dave Filoni', 'Dee Bradley Baker', 'David Oyelowo', 'Grey Griffin', 'Gary Anthony Williams', 'Jim Cummings']","[<Character id:None[http] name:_Ezra Bridger_>, <Character id:None[http] name:_Hera Syndulla_>, <Character id:None[http] name:_Kanan Jarrus_>, <Character id:None[http] name:_Sabine Wren_>, [<Character id:[http] name:_Zeb Orrelios_>, <Character id:None[http] name:_Imperial Officer #1_>], [<Character id:[http] name:_C1-10P a.k.a. 'Chopper'_>, <Character id:None[http] name:_Stormtrooper #1_>, <Character id:None[http] name:_Stormtrooper Commander #2_>], <Character id:None[http] name:_Admiral Konstantine_>, <Character id:None[http] name:_Agent Kallus_>, <Character id:None[http] name:_Chava_>, [<Character id:[http] name:_Gron_>, <Character id:None[http] name:_Stormtrooper #2_>, <Character id:None[http] name:_Stormtrooper Commander #1_>], <Character id:None[http] name:_Hondo Ohnaka_>]","In the *Star Wars Rebels* episode ""Legends of the Lasat,"" the crew of the Ghost, guided by the mystical Bendu, seek out the mythical planet Lira San, believed to be the ancestral home of the Lasat people. Zeb, initially skeptical, begins to believe as they follow ancient prophecies. They encounter two Lasat survivors, Chava and Jaro Tapal (Caleb Dume's old master from *The Clone Wars*). Together, they use an ancient Lasat weapon to create a hyperspace lane to Lira San, fulfilling the Lasat prophecy and leading the surviving Lasat to their new home.
"
14541748,Number One on the Call Sheet: Black Leading Men in Hollywood,No rating available,2025,"[('Quentin Tarantino', <Character id:None[http] name:_Self_>), ('Dwayne Johnson', <Character id:None[http] name:_Self_>), ('Denzel Washington', <Character id:None[http] name:_Self_>), ('Will Smith', <Character id:None[http] name:_Self_>), ('Morgan Freeman', <Character id:None[http] name:_Self_>), ('Idris Elba', <Character id:None[http] name:_Self_>), ('Morris Chestnut', <Character id:None[http] name:_Self_>), ('Daniel Kaluuya', <Character id:None[http] name:_Self_>), ('Marlon Wayans', <Character id:None[http] name:_Self_>), ('Reuben Cannon', <Character id:None[http] name:_Self_>)]","['Quentin Tarantino', 'Dwayne Johnson', 'Denzel Washington', 'Will Smith', 'Morgan Freeman', 'Idris Elba', 'Morris Chestnut', 'Daniel Kaluuya', 'Marlon Wayans', 'Reuben Cannon']","[<Character id:None[http] name:_Self_>, <Character id:None[http] name:_Self_>, <Character id:None[http] name:_Self_>, <Character id:None[http] name:_Self_>, <Character id:None[http] name:_Self_>, <Character id:None[http] name:_Self_>, <Character id:None[http] name:_Self_>, <Character id:None[http] name:_Self_>, <Character id:None[http] name:_Self_>, <Character id:None[http] name:_Self_>]","Okay, based on the IMDb ID (14541748) and the title ""Number One on the Call Sheet: Black Leading Men in Hollywood"" and the show being *Rebels*, here's a brief plot summary:

This episode of *Rebels* likely pivots away from the Star Wars narrative and instead functions as a documentary special within the Rebel's production banner. It explores the history, challenges, and triumphs of Black leading men in Hollywood. It would likely feature interviews, archival footage, and commentary examining the actors who have broken barriers, achieved success, and shaped the landscape of the film industry. The episode would highlight their contributions, the obstacles they faced due to racism and lack of opportunity, and their impact on representation.
"
